name,location,Date,Rating,Review
Ranee,"Seattle, WA","Reviewed June 11, 2017",3.0,"I enjoy their services and customer service. Not a huge fan of their coffee as it is a bit bitter. Their plastic tumblers only give you about 6 months of use before you start tasting plastic heavily in your drink. Even with following the proper care instructions. I have thus stopped purchasing plastic tumblers. I have noticed that fellow customers are somewhat snobbish and seem to have a me, me, me attitude and want to be first and out the door. It's not at all uncommon to have people cut in front of me because I was half an inch out of line. Or at least that's what I noticed in several of the King County, WA locations. At the company I work for, the employees leave free expired treats from their kiosk in our break room. Yummy, but at the same time with a word of warning: I have on one occasion received mild food poisoning from this. Appreciate the services though. Just wish they didn't monopolize the area so much."
J.,"Seattle, WA","Reviewed June 8, 2017",1.0,"I often go to this location to buy coffee or tea, because it is convenient. The service has been hit and miss. I order Venti Black Tea Lemonade without the sweetener many times during warm weather. Today, I saw a barista making this drink purposely with tea and water and ice, with no lemonade and no shaken. (There was a label with my name and correct drink description on the cup). What I got was a cup of waterdown tea with no lemonade. When I mentioned to a staff, I saw how this was made. The staff just gave me the lemonade and ""here"" to just pour some into the cup. I was a bit appalled to see how bad the service had gotten. It is a big sign to not to go back to this store again."
Manya,"Seattle, WA","Reviewed May 3, 2017",1.0,"The Starbucks in Seattle [83 and Aurora] 95% of the time, will not put a sleeve on my Venti tall EXTRA HOT Latte. I politely tell them that cup is extremely hot to hold, thus adding a paper sleeve absorbs the heat. Their reply is usually to point to the sleeves and then states ""You can put it on yourself"" or points to the sleeves and say ""There they are"". Inexcusable conduct to a potential serious situation that can happen. The employees need to be retrained and know safety protocol to extra hot beverages."
Kayu,"Pasadena, CA","Reviewed May 1, 2017",1.0,"Recently, I noticed that the card balance went down faster than usual. Also heard from 2 friends over the past 3 months that money would be taken from their cards mysteriously. So, out of curiosity, I checked the purchase history. I discovered the unauthorized deduction (total of $12.05) occurred in 2 different Starbucks stores. I asked the cashiers to redeem the rewards on food but evidently they deducted the value of the food from my card ""and"" redeemed my rewards. In a sense, I doubled paying them (real $$ and the rewards that I am entitled to use on food). I sent an email to its Customer Service and got an apology email of experience and an reimbursement of $12 only. I am very disappointed with the corporation. "
Terri,"Glendale, AZ","Reviewed April 28, 2017",1.0,"I called on 2/3/17 due to accidentally deleting one of the cards with a just reloaded balance on my phone app while still trying to figure out how to use the app. I was in the store and had receipts for just reloading the card that was accidentally deleted ($25). The employee was unable to help, even though they knew exactly what had happened, but said to call the store with my receipt. After calling about this to the 1-800 number, the customer service agent did research and I was on hold at least 30 minutes. They were able to see the money and the card that was reloaded and said they would sent out a card with the money I had just reloaded. "
Lynette,"Lawnside, NJ","Reviewed April 21, 2017",1.0,I am a highly unsatisfied that I went to try the unicorn by Thursday 4/20 and every Starbucks I went to was sold out. This is saddening because I am a huge fan of Starbucks and to be overly excited about something that I was not able to try is unreasonable and not customer friendly.
Shanatta,"Rock Hill, SC","Reviewed March 5, 2017",1.0,"This is located near where I stay. Decided to visit and go inside to purchase a drink. Normally just use drive through. The employees there are very rude & nasty. The store reeked of cigarette smoke which was all in my clothes when I left the establishment. As I stood there to place my order a worker behind the counter splashed water on myself and the cashier and all she could say was, ""Sorry I had a long day."" There is a reason I never dined in at this location! I was so upset and took everything for me not to snatch her ** over that counter. Listen Starbucks. Your drinks are not that great and overpriced so you would think you would work on your customer service better and at least keep your store clean. The counters at this location were sticky nasty & had trash on the counter. Man Starbucks has really gone down. I guess you start making money and everything else goes to hell!!"
Thomas,"Lemont, IL","Reviewed March 1, 2017",3.0,"I'm satisfied with Starbucks but I've noticed you have to go to Decent locations, to get good espresso beans and grinds, for your espresso drinks. Not making this up. And it varies, on how the store is run, the populace that visits, and *who* is serving your drink! This is one of Starbucks 'affiliates' (spelling? definition?) that sort of, remains as a quest when you want a good fresh espresso. If I go to a affluent area, that is not high traffic, just about every time, with the same baristas. If I go to an area, high traffic, it varies from store to store and barista to barista. So to each his and her own, at a traffic non traffic, wealth non wealth location!"
CHRISTIE,"Panorama, CA","Reviewed Feb. 23, 2017",1.0,"I along with my child went into Starbucks at 14329 Bear Valley Road in Victorville, CA. And bought a bag of chips and I asked if I could get two sample cups of their green tea and was just flat out refused. He the employee had said that we're not giving out samples at this time. BS! If I didn't know better, it seemed like he was happy NOT TO GIVE IT TO US. I had also made 2 trips to two other Starbucks stores earlier and had spent almost $20.00 dollars in total that day at 3 different stores. We like Starbucks EVEN THOUGH THEIR STUFF IS WAY OVERPRICED! A company that makes SOOO much money on a daily basis and BEING CHEAP ABOUT 2 sample cups of tea. I think I'll be staying away from Starbucks a lot more from now on!!! What a SHAME, worrying about 2 sample cups of tea and not about the money or potential tips that you could have earned. Oh well!!!"
Laurie,"Oakland, CA","Reviewed Jan. 27, 2017",1.0,Alexis in the Starbucks is so rude every time I go in. She gives you the impression you are putting her out requesting a coffee beverage. The Starbucks street in the same Plaza has great friendly employees who are helpful and knowledgeable. Management at the Safeway inside Starbucks should get rid of her. Awful experience. Never going back!
Valeriy,"Bellevue, WA","Reviewed Jan. 19, 2017",1.0,"Ordered an iced latte and got a hot latte poured over ice. The ice melted and I left with a lukewarm latte. Besides this, the drink looked like it was missing a shot, even I've ordered an extra shot, so it should have been browner than usual. So I've got 2 less shots than I've paid for. Another barista re-made it for me after I complained, it was cold and brown like I like it, but come on! I mean, did the original barista really think that pouring hot latte over ice is an acceptable recipe for an iced latte?"
Wendy,"Tacoma, WA","Reviewed Jan. 18, 2017",1.0,"I spent 29.95+tax on a simple thermal cup - Valentine's day theme. The ""Starbucks"" on the side has already come off, you can't put it in the dishwasher, can't handle carbonated drink (not that I drink soda but I may want one some day). So not worth $30. And I stopped buying their weak coffee a long time ago and I'm from the Northwest."
Anne,"Havertown, PA","Reviewed Jan. 2, 2017",1.0,Just tried to use a coupon that I got at the Starbucks in Havertown PA (West Chester Pike). 50% off a lunch item after 11 am (it's 2pm). They said that they don't honor the coupon. Yep they gave them out. But they don't accept them. What kind of way is this to treat customers?
Kanaha,"Las Cruces, NM","Reviewed Dec. 30, 2016",1.0,"I went this evening with my little kids, husband. When taking our order itself halfway, ** went to brew some coffee even without telling us. She came back and said ""sorry"". While taking our orders I found she being upset or rude, unable to judge at that time. I took it easy. Then order placed, we were asked to wait for few minutes. We Sat in a table and waited, watching ** doing some coffee making process. We got the tea ordered, waited again, but never got the cookies and scones. Again we waited. Customers who came after us were served, So I went to the counter and told about the wait."
Marcus,"Batavia, IL","Reviewed Dec. 23, 2016",1.0,"On 12/3, I ordered a traveler, a demi mug and some Verismo pods. I paid with my Starbucks card and the money was removed. On 12/9, I called to check on the status of the order. I was assured it would ship, and that it would update on 12/10. On 12/10, my order was cancelled. I called customer service and was told there was a glitch, and that the money would be refunded by 12/12. A few days and a couple of calls later, the money was refunded. The customer service rep apologized and offered to provide free expedited shipping on my replacement order."
CAROL,"Davie, FL","Reviewed Dec. 23, 2016",3.0,"Every time I go to the Starbucks near my home they are coming up with a different price every day. Do your employees make up the price. Sure do believe so. A drive through should have good customer service and it's the lousiest slow, and they don't know what they are doing. Where are they getting their prices. From their head... Very very Unprofessional. I will never return to that Starbucks ever again. That's a sad store... And never give you a receipt either. I wonder why..."
Ralph,"Apache Junction, AZ","Reviewed Dec. 20, 2016",2.0,"Have been extremely loyal to Starbucks dating back to the 1990s. I would seek them out in my business travels as well as near my homes in California and near Phoenix, AZ. My work in Phoenix moves me about the valley quite a bit so I have become familiar with Starbucks locations just about everywhere in metro Phoenix. While service remains friendly, quality and product consistency have eroded rapidly over the past several years at many locations. A few remain inviting enough where you actually would enjoy sitting and visiting with friends or immersing yourself in a book, or looking up something on your gadget of choice."
Michael,"Marietta, GA","Reviewed Dec. 15, 2016",1.0,"Starbucks sucks! Last night I stop with my wife to get drinks at Starbucks on Whitlock Ave, Marietta, GA. I also order pizza to go for my son (he was not with us) from across the street. My wife went to the BR and I went to get the pizza (I walk across the street and came back). Then we went to the car and found a boot on it!!! I call the number from the sticker and told me the attendant will be there shortly (took 45 minutes for him to come!!). Complain to the Starbucks manager and he said that is Starbucks policy that you can't leave the parking lot and we have plenty of sign for that!!! You expect me to read the signs every time I stop for a cup of coffee in the dark!!"
Jose,"Fremont, CA","Reviewed Dec. 7, 2016",1.0,I'm very dissatisfied with the flavor level of the coffee Starbucks store are brewing especially in Fremont stores. They are watering down their coffee too much and the way they are upkeeping their store one sloppy mess.
Angie,"Jacksonville, FL","Reviewed Nov. 18, 2016",1.0,"I went to the Starbucks in San Antonio on Bitters Road, and I sat and sat for my drink. There was no one else in line and they made drink after drink for the drive thru and while I waited and waited - I noticed they clean the nozzle used to steam the milk with a dirty rag and never changed it drink after drink - I will never go back there where people inside are ignored."
Judith,"Flossmoor, IL","Reviewed Nov. 16, 2016",1.0,"I went to Starbucks online site and my password wasn't recognized. I followed their directions and changed my password. The site recognized the change until I used it. Had to change the password 4 times. Finally, I phoned the company. Their response, ""Your account has been closed for 24 hrs."" I bought a $40 tumbler last week, collect only Starbucks cups, buy coffee to brew at home and stop in 3 or 4 days a week to buy coffee. Thank you Starbucks! You're a real winner."
Melanie,"Syracuse, NY","Reviewed Nov. 16, 2016",1.0,"My husband and I weren't on happy terms today, and he wanted to bless me by getting me my favorite, Starbucks. And I always get almond milk due to my dairy allergy, and the lady (he didn't get her name) said ""Okay, great. Almond milk. No problem."" She didn't. And I'm paying the very painful consequences. If you want to keep clientele, TRAIN BETTER."
Grace,"Subang, Other","Reviewed Oct. 24, 2016",1.0,"I am a coffee lover. I usually go to McDonald's to have a cup of latte. But today for a change, I went to Starbucks and ordered a hot cappuccino... I Sat there in Starbucks and used the free wifi. After 20 minutes something... I take my cappuccino with me as I decide to go back to my home. When I am about to reach my home... the cappuccino leaks from the lid. My dress soaked with cappuccino. It's a bad experience for me since I always buy coffee from McDonald's and it never happened to me before. Even though the coffee from Starbucks are really expensive... they are using very cheap cups. I will never go to Starbucks again."
Susan,"Irvine, CA","Reviewed Oct. 14, 2016",1.0,"For a week now I've been unable to order because the shopping cart is literally broken, and according to each person I've dealt with, it has something to do with PayPal. I cannot delete items from the shopping cart. The shopping cart broke when I selected PayPal; ""null, null, null"" is now printed in my payment method. No one at Starbucks has been able to fix the problem; I've tried email, chat, and phone support. No one has a solution; the script message about cookies and cache is bogus. The first question each person asked was if the purchase was attempted through PayPal. I've logged into my account from multiple devices, changed passwords (I'll say too easily), and somehow none of the items can be removed from the shopping cart, and no purchase method can be selected anymore. "
Luanne,"Fife, WA","Reviewed Sept. 30, 2016",2.0,"I purchased a Caramel frap early one morning. The drink tasted like it had no Caramel in it, tasted like blended ice. I was on my way to work and had no time to take it back and have them remake it. This seems to happen a lot at this particular store, my co-workers have said the same thing. I will not go back and purchase anything from them again. Waste of my hard earned money."
K.,"Mount Laurel, NJ","Reviewed Sept. 19, 2016",1.0,"On July 17, 2016 I visited the Starbucks on Fellowship Road and Route 73 in Mt Laurel, NJ. I had my 4 month old, dog, and mother in the car with me. I visited this Starbucks because they have a drive through which makes it much easier with a baby and dog in the car. I ordered a hot grande nonfat cinnamon dulce latte with no whip. This is the same drink I have been ordering for years. I waited in line for about 8 minutes before I even got to the window to get my drink. Granted, they did seem very busy."
Jill,"Beverly Hills, CA","Reviewed Sept. 13, 2016",1.0,ABOUT a week ago my mother and I like every morning go to Starbucks in El Segundo/MANHATTAN Beach (California) and my mother asked the cashier what was wrong with her face because under her makeup were these welts that were getting bigger and going down her face to her neck and was it contagious. So the cashier got mad and said everybody was asking her this and she didn't like it.
Jeffory,"Spring, TX","Reviewed Sept. 12, 2016",5.0,"Every Sunday morning I go into the Starbucks near our church and continue to be delighted with their service and coffee. Jameslyn has been my barista it seems like since Day One. She has been tremendous, always knowing exactly how I like my coffee and asking how my week was. She and the others there have been super-friendly. It's like going to a friend's house every weekend."
Fatima,"Lake Grove, NY","Reviewed Sept. 11, 2016",1.0,"I went after hours to have a meal and a glass of wine paying TOP DOLLAR. Well my food was cold so I asked to warm up. At the time the food was served I asked for another half of glass of wine. I suffer from severe back problems and I didn't want it to used my can, so I was walking funny. When I was leaving as soon I got in my car I was approached by cops in both sides. The officer asked me for my car key and I Gave to him. I asked if he can call my home, to my husband to came to get me. "
Justin,"Grand Junction, CO","Reviewed Aug. 31, 2016",1.0,"They have a employee at the Starbucks in Clifton Colorado, who continually gets Younger woman with low self esteem all messed up on pills and takes advantage of them. He continues to laugh and do the things that he does. I refuse to see this man's face or to let up on Starbucks or the DR and Dr Office here in Colorado until they do something about this man's sick pedophile ways. They brought up a review at one point and since he is buddy, buddy with the manager it was swept under the rug. He will end up killing my son's Mom and other woman and I will not stop until SOMEBODY HEARS ME AND HELPS."
Novella,"Casper, WY","Reviewed Aug. 22, 2016",1.0,"I have been a loyal Starbucks since 2008, the year that our smaller town finally got a Starbucks location. Since that time, they have expanded to three stores and one smaller store within our local Safeway/Ridley’s. I am a gold card holder, a very loyal Starbucks customer and have recently found myself defending Starbucks to a few people who had read misinformation and rumors about Starbucks to defend my continuing support of Starbucks."
Margo,"Charlottesville, WI","Reviewed Aug. 20, 2016",3.0,"I enjoy Starbucks coffee, food, and other beverages. But the last three times I bought a hot coffee to go, it leaked all over me. Imagine the frustration when you're on your way to an important business meeting and you're dealing with coffee spills on your suit. I don't understand how in the 20th century we still can't get this right. Dealing with this frustration is enough to make me reconsider the occasional stop for a cup of joe from Starbucks while traveling."
Chris,"Falls Church, VA","Reviewed July 20, 2016",2.0,"I was the only person in line. I ordered a hot item, which was put in the oven. Then a woman shows up after me. The associate took my hot item out of the oven, laid it on the counter and then proceeded to go into the back room, get out a sandwich, put that in the oven, all the while letting my food go cold. Then he packaged both items and gave the customer-come-lately HER still hot food while leaving mine on the counter. I am guessing the other customer paid with the mobile app and was given precedence over a person ACTUALLY in the store and having already placed her order. This is exactly what I feared would happen: people who can afford a smartphone jump every line and get serviced first."
Melissa,"Bonney Lake, WA","Reviewed July 19, 2016",2.0,"I am very disappointed in Starbucks online service. On July 6th, I ordered and paid for a tumbler. Received a tracking # from them, but 6 days later the tracking # still showed no info. on its movement. Meaning... it never got sent out. I called and they said they were sorry & that it was expected to be sent ""that day"" instead (the 14th). More days go by. Still no movement on the tracking #. I called them again and they apologized again and said this time they would send it overnight. The days went by. And AGAIN. Nothing arrived. I called them for the 3rd time."
Melody,"Peoria, IL","Reviewed July 15, 2016",2.0,"I typically order only one thing - iced caramel macchiato. This is one of the simplest drinks they can make. Ice, vanilla syrup, milk, espresso, caramel drizzle on top. Simple, right? Well, apparently not. I have ordered this drink and been kicked with a bitterness because they DON'T ADD THE SYRUP! I would put this down to someone poorly trained at one location, but it has happened at three in my area. "
Katie,"San Jose, CA","Reviewed July 7, 2016",1.0,"My child's teacher LOVES Starbucks coffee. So at the end of this school year (2015-2016), on June 2 to be exact, I bought a Starbucks' gift card for my child's teacher. I had asked the cashier to put 100.00 on the gift card. The cashier charged me 200.00 instead. Sadly, I didn't realize it until the following day when I checked my bank account and noticed the amount, at which point, I checked the receipt and surely, it was for 200.00. I then called the store to inform them of the incorrect charge. They were very helpful...but unfortunately, I was doomed because now I had to experience the lovely method of which Starbucks provides customer service via their 800 helpline."
J.,"Wheat Ridge, CO","Reviewed June 24, 2016",1.0,"I tried to reload my card via app on June 22, and it failed because of a ""system error."" When I spoke to customer service, apparently this was a big issue for Starbucks app on June 22. I saw on my bank account that Starbucks had charged me 4 times the amount I had requested. I called Starbucks. Worst customer service of my life. She told me I had to dispute it with my bank. I asked her for verification from them that the charges were voided - she wouldn't. I asked for a manager and after five minutes on hold she hung up on me. I am so disappointed. Now I am out four times the money with no benefit because their app failed. DO NOT USE THE APP!!!"
Lynn,"Centerach, NY","Reviewed June 22, 2016",1.0,"The Stony Brook hospital Starbucks location. This Starbucks does not honor free beverage after you earned it by collecting your stars. They only celebrate Starbucks Happy Hour in May for 3 days, instead of from May 3rd through May 15th like other Starbucks. In October I ordered a grande Frapula. One day I was charged $5.65, the next day I order the same beverage and size and was charged $6.75. There is never a supervisor or authoritative figure in the store to assure quality, customer satisfaction and cleanliness, or to go to if you have a discrepancy. The location is convenient for patients and their families as well as staff. "
Rhonda,"Lancaster, CA","Reviewed June 22, 2016",1.0,Well I'm always trying new things. I love Starbucks and I'm one of the ones that would always be pissed off for tooo much ice and no foam in my drinks but I would always watch them like a hawk and tell them exactly how I like it. But I went in tonight to get a new drink. I kind of knew it was a waste of time just because how much different can it really be from what they have already. So whatever I tried it and omg never again will I try something new from them again. Very disgusting. The drink was horrible. The service was awesome. I got the youth berry and the caramel one. Horrible and $5 each - waste of money. I could have gone next door and got a frozen lemonade from Wendy's for $3 and it would have tasted better.
Harold,"Ukiah, CA","Reviewed June 22, 2016",2.0,"When I order a Venti Skinny vanilla latte it is always Never full - so much foam. Even when I inform the clerk No Foam. When I receive the coffee it always has at least 1 inch or more of foam and the coffee isn't for me, it's for my wife. I quit going to Starbucks and cancel my Gold Card. The company don't seem to Care. It's all about the money."
Arlene,"Selangor, Other","Reviewed June 19, 2016",3.0,"Who doesn't know Starbucks? It's popular especially at the end of each year where they give a pamphlet to a consumer and fills it up with 18 stickers (and buy 18 coffees from them) to get a planner. Imagine that, 18 coffees! It's like you are giving them your salary because it's high priced. But I guess it's only practiced in the Philippines and not in other countries as here in Malaysia, it's not that appealing. Besides that it's quite expensive, locals here prefer their local coffee shops. You could only see foreigners as their customers, and what's more, they only have a few frappucinos. Well maybe they don't have sweet tooth as Filipinos. Even though its like that, I still like Starbucks especially its Vanilla Frapp. At least its selling here. I only buy from them a few times in a year so I still can save. Continue your work and I hope you have more frappe flavors that can be appreciated by locals."
James,"Centereach, NY","Reviewed June 16, 2016",1.0,"Last year we bought two expensive stainless steel 20 oz. coffee mugs from Starbucks and now they are rusted. I have called and e-mailed Starbucks several times and they respond with only a ten-dollar gift card. I ask that you check any stainless steel mugs you have purchased from Starbucks for rust, not healthy to drink from. We can certainly find a better way to spend the 650 plus dollars we were spending on coffee from Starbucks."
Valerie,"Bloomfield, NJ","Reviewed June 15, 2016",2.0,I went to Starbucks to buy my favorite latte as a hot beverage using my ceramic reusable mug. The line was long but moved quickly. When I received my beverage I was surprised to see the mug only partially filled. I didn't have time to ask for a replacement because I had to go to work??? I didn't drink any of it until I arrived at work and by then it had shrunk to half the size of the mug.
Kelly,"Altamonte Springs, FL","Reviewed June 9, 2016",2.0,"I truly enjoy the Starbucks experience. I'm a huge coffee fan and love your atmosphere and your employees are great. However, your cups leak. I mainly stop into your store in Winter Park, FL on my way to my office in the mornings. When I do stop in I'm dressed for work. Inevitably your cups leak around the lid. I've smartened up and now hold a napkin up under the lip of the lid but honestly, as much as we pay for a regular cup of Joe we shouldn't have to worry about the lid leaking on our work clothes. "
Kim,"Vancouver, WA","Reviewed June 1, 2016",1.0,"Over the past couple of years, I've noticed several things. First, the shots of espresso are not full anymore. Second, the cups are not full anymore. Third, consistency is not the same throughout all stores. These are reason enough to go somewhere else. Let alone the company changing its free drink program so you have to spend a hefty dollar amount to get a free drink. I really think the company thinks we are all stupid!"
chris,"Los Angeles, CA","Reviewed May 30, 2016",1.0,"Today is 05/29/2016. I would like to make a complaint about the 5:00 Starbucks shift on this date at this time. I was cheated out of my change (money) on this day by one of the workers and I was told it is a policy by the manager or supervisor named ** that I am not able to get refill with lemonade inside of my tea at this particular location on 1258 South La Brea Ave; Los Angeles, CA 90019-1628, Telephone 323-934-2408 even though I paid the $0.50 fee. I am not a new customer and whoever these workers are that worked today on this shift is not good workers. The workers are currently not being supervised if they are dancing while at work and treating clients inappropriately. No refills? Saying that is not company policy seems like an lie. Every other Starbucks I go to allow refills. Thank you. Also restroom needs to be cleaned. There was urine all over the toilet. Thank you."
Ray,"Rocklin, CA","Reviewed May 27, 2016",1.0,"Again after 2-3 weeks again went to the Starbucks close by to get a coffee. I had been there more often before but because the 2 Starbucks around me offering boiled and muddy coffee I have avoided going there. Today again I went there. I asked if it is fresh. She said ""just made it, yes it is fresh"" then had to get the last drop off the container poured in the cup and gave it to me. It was so muddy and bad taste so I threw it away. I had paid already. Her manager was there but didn't allow barista to brew fresh coffee."
Juan Paolo,"Quezon City, Other","Reviewed May 26, 2016",4.0,"On the occasions that I would find myself visiting a Starbucks, I can't help but notice how friendly the staff are to the customers. Their always nice, polite and very willing to assist in making your stay a pleasing experience. It's no wonder friends (especially those who do post graduate studies) always go back to their favorite Starbucks branch. They're even chums with the baristas. I hope they keep it up. If they do, then getting my favorite Soymilk Chai Tea Latte will always be a pleasurable and awesome experience."
kym,"Portand, OR","Reviewed May 22, 2016",1.0,I have been going to the Starbucks on SE 102nd and stark located in Portland Oregon for approx. 3 years. I normally don't write reviews but this is outrageous. And this has happened twice to me and 3 times to my coworker. The smart ass young lady who wears the headset and receives payment when you pick up your order has the worst customer service that I have ever experienced in my life. I do a lot of traveling for business etc. I'm not the only one that has noticed this behavior by this particular young lady. Please send her back to customer care school for training. We placed our order Sunday 5/22/2016 approx. 1-1:30pm.
Michael,"Taytay, Other","Reviewed May 22, 2016",5.0,"I came from a province in the Philippines known for drinking coffee. I can't go on for a day without coffee. I would have migraines if I don't get my dose of caffeine. I always order the Americano from them. Aside from the taste of their coffee, the Starbucks experience is what makes it special to me, the ambiance of each store, the aroma of coffee once you enter the store, the way the baristas greet you and address you using your first names. Even if we have free brewed coffee at work, I still get my dose of coffee from Starbucks."
C.,"Muntinlupa, Other","Reviewed May 22, 2016",4.0,"I'm not really a coffee connoisseur, but hands down Starbucks is my favorite coffee place. My go-to drink is their mocha frappe which is to die for. The staff is always very polite, and the best part is: they always get my name right! The only problem would be that Starbucks is so popular everywhere that it is always overflowing with people. It's very hard find a seat, especially during peak hours. Because there are so many people all the time, it's not as quiet as I would want it to be. And it's been said by many reviewers worldwide that their coffee is so overpriced. That's why I don't make it a habit to go there, only when I feel like treating myself to premium coffee."
Myrich,"Antipolo, Other","Reviewed May 1, 2016",4.0,"Their coffee is great. My favorite variant is the chocolate chip cream. However, the prices are ROCKET HIGH!!! Their prices ranges from 110 to 165 pesos. I can't get what I pay for... Nevertheless, if you want a great coffee experience and you have the sufficient money to buy ""luxury coffee""... I STRONGLY SUGGEST Starbucks."
Danil,"Quezon City, Other","Reviewed April 24, 2016",3.0,"I and my friend went to Starbucks near our office last Friday. The guard was very nice and opened the door for us. He greeted us as we enter the establishment. I am not really a coffee lover and it was, I think, years ago since the last time I stepped into Starbucks. The smell and ambiance of the store is really good. It's very soothing, energizing, and delicious. "
Tim,"Roanoke, VA","Reviewed April 18, 2016",1.0,"I'm sure you've heard a lot of feedback on the Stars program, but I want to point out two very important things (to me) about what you have done to your loyal customers. First, the new Stars program makes it more difficult and certainly more expensive to achieve rewards. Before the change, my go-to beverage cost me $4.62 (ridiculous) and earned me one star. Every 12th beverage was free, making the cost for before the free reward (assuming I ordered the same thing most times) $50.82. Again, ridiculous. "
DAISY,"Milpitas, CA","Reviewed April 11, 2016",4.0,"It was the worst, worst customer service experience that I've encountered at one of the Starbucks store on Curtner, San Jose, CA (store #13937). Today, I went in to purchase an Americano inside Curtner Starbucks and asked for the non-fat milk for my coffee. However, the store manager, **, told me that he had to charge me extra, according to the ""milk policy""??? As a loyal member of Starbucks for more than 3 years, I always purchase my coffee at Starbucks wherever I go but have never experienced anything like this, specifically the ""milk policy"". I love Starbucks and I always advise many of my friends and family to visit because I truly believe of what its company has claimed to always provide, the best customer service experiences for every visit to its members. However, after today, I really have a different perspective. I think it's really unethical and inappropriate, and I surely believe this would be my last experience with Starbucks."
Jennifer,"Austin, TX","Reviewed April 8, 2016",1.0,I go by Starbucks every morning and buy the protein bistro box and seems that sometimes the boxes have been opened and snacked out of. I pay a lot for me to only get 5 grapes and 2 apples.
H,"Elk Grove, CA","Reviewed April 7, 2016",1.0,"This time this girl named KP was taking my order and when I ask her about discount she was so rude about it and she is like ""There is no button on screen that I can give you discount."" I told her ""We always get discount"" but she was like ""There is no discount. I never saw you before."" and she was very rude when she was talking to me."
MOHAN,"Potomac, MD","Reviewed April 3, 2016",1.0,"I buy smoothies from different places and this time for a change I bought a smoothie from STARBUCKS from a Starbucks outlet in Silver Spring, Maryland. It tasted so bad than all other smoothies I tasted over the years. Starbucks is good for ONLY COFFEE and why they should sell a product where they do not have expertise in it. Customers spend double the price for smoothie than any other places, hoping that it will be good compared with others, and the quality at Starbucks is worst than any other shops like Costco, McDonald's, Dunkin' Donut etc. I felt cheated by Starbucks while trash the smoothie which is like throwing $4.50 in a trash...???"
margaret,"Tacoma, WA","Reviewed March 31, 2016",1.0,"Has anyone been annoyed with the service at Starbucks? Have you had the experience of going into a store and placing your order, then have your drink moved to the back of the line so that mobile orders get priority? Doesn't seem to matter if you have been already waiting for your drink, if a mobile order comes in you get bumped! Doesn't seem exactly customer friendly. I waited 20 min for my drink on a quiet day at a local Starbucks store. This was in the early afternoon and there was one person in front of me placing an order and only a total of 3 customers in the store. "
Wafa,"Aiken, SC","Reviewed March 9, 2016",1.0,I ordered coffee in a Starbucks branch in Aiken. The coffee was extremely hot and I waited 15 minutes before I took a sip yet as I was putting the cup down the cup became a flat soft piece of cartoon pushing the hot coffee from it right on my apple laptop ($1000) that didn't work afterwards. I had all my family pics and videos of all the precious events and all my work documents (I am a prof at the university and I do a lot of work from home since it takes 2 hours from home to campus and vice versa).
Serge,"West Palm Beach, FL","Reviewed March 8, 2016",2.0,"More than once, I enjoy a coffee or tea with my wife and children on weekends and after school during the week. Every time I notice tables are not clean. You will see coffee stains, sugar spilled, and straw wrappers. And this is in almost every Starbucks I visit (West Palm Beach Okeechobee near I 95, City Place, PGA at the mall). So one day I sent an email to their customer service department and I got a very polite response with a coupon in the mail the following week. But it never changes, I go back time and time again and there's always the same problem. Starbucks is too busy, they are driven by sales and profits only, a clean space with clean tables seems to be the last of their worries I guess."
Kathy,"Hertford, NC","Reviewed March 6, 2016",1.0,"ONLINE STORE IS USELESS. You can only call Mon.-Fri. 8 a.m.-5 p.m -- terrible customer service. Takes 10 days before they ship the order. Now they are using lowest level of delivery, takes 7-10 days to arrive. They are continually out of stock on items. Emails are not answered promptly. When they do answer they tell you it will ship and then it doesn't."
Rob,"Kirkland, WA","Reviewed March 2, 2016",1.0,"Starbucks response to my complaints was dog **. I have my whole company get the new spicy sandwich and it tasted like dog ** and we couldn't even eat it and threw out them and all they said was ""sorry we will tell the right people."" I've only ever complained about a company four times in my life and this is the only time I felt like I was told to go ** myself."
Linda,"Myrtle Beach, SC","Reviewed Feb. 25, 2016",1.0,"Starbucks is making a ""huge"" mistake when they introduced their new April 2016 policy change. Customers including myself are not supporting this change. Starbucks will be losing valuable customers like myself who has been a Gold Card Member since 2009. I go to Starbucks 3 to 4 times a week. Mostly for their coffee drinks and earn stars; 12 stars for a free drink ""now"" that is changing from 12 stars to 125 stars for a free drink. Also another bummer is to be a ""Gold Card"" member it was 30 stars now it is 300 stars. Who are they kidding! The other coffee companies are loving it... they will be getting Starbucks customers. Starbucks is not caring about their customers if they impose this outrageous plan. At least I will stop in to say Hello to the great staff at all of the Myrtle Beach Starbucks. Lets be Americans and vote ""NO Change!"" Thanks."
Celeste,"El Cajon, CA","Reviewed Feb. 23, 2016",1.0,"When I found out today about the new Starbucks reward program, I couldn't believe it. I guess I will be giving up my daily habit as it is not worth it anymore. They make the new program out to be better but it is a marketing tactic. When the new points system launches, customers will have to earn 300 stars -- or spend close to $150 -- to reach gold status. After that, they will need 125 stars (the equivalent to spending about $63) in exchange for a free item. That is completely ridiculous. I am not sure what Marketing person came out with this idea but I would fire them. They are getting the public pretty fired up about this new program. Makes me sad. I once really thought that Starbucks was a great company that cared about its customers, apparently not."
